;name;symbol;historical;1y_return;1y_volatility;3y_return;3y_volatility;5y_return;5y_volatility;sharp_1y;sharp_3y;sharp_5y
23;Lyxor PEA Inde (MSCI India) ETF Capi;1rTPINR;5134;0.17629766703140248;0.12633839477604192;0.16189109238400123;0.11710612578933588;0.16189109238400123;0.11710612578933588;1.395440137924204;1.3824306055110196;1.3824306055110196
24;Lyxor STOXX Europe 600 Con & Mtl ETF;1rTCST;5110;0.0486523020485351;0.09366455215077132;0.16275053236131434;0.13431828535932652;0.16275053236131434;0.13431828535932652;0.5194313209357981;1.211678156298126;1.211678156298126
25;Amundi PEA S&P 500 ESG ETF Acc;1rTPE500;2640;0.18194588769602837;0.07656387851388712;0.17560329640203248;0.09658220464635281;0.17560329640203248;0.09658220464635281;2.3763932970431627;1.818174445748311;1.818174445748311
26;BNPP Easy S&P 500 ETF EUR C;1rTESE;5130;0.1759572175840447;0.07294169239568848;0.1739242661627978;0.0951168588637148;0.1739242661627978;0.0951168588637148;2.412299630087077;1.8285324835211358;1.8285324835211358
27;Lyxor PEA S&P 500 ETF Capi;1rTPSP5;5142;0.1763783070384719;0.07332280009887333;0.1724917797223919;0.09542504685253116;0.1724917797223919;0.09542504685253116;2.405504246982271;1.807615352696225;1.807615352696225
28;Amundi PEA S&P 500 ESG ETF EUR Hdg Acc;1rTP500H;2638;0.16396836662309178;0.07983517602306951;0.16264211007543172;0.10480127230301992;0.16264211007543172;0.10480127230301992;2.0538361007146873;1.5519096906111234;1.5519096906111234
29;Lyxor PEA Im Eurp FTSE EPRA/NAREIT ETF C;1rTPMEH;5120;0.03605921442710136;0.13267538356589656;0.052277893353771775;0.19217973963908663;0.052277893353771775;0.19217973963908663;0.27178526609792425;0.2720260390192515;0.2720260390192515
30;BNPP Easy S&P 500 ETF EUR H;1rTESEH;4418;0.15633180198368068;0.07816676516577177;0.16032191285706604;0.10243448673780896;0.16032191285706604;0.10243448673780896;1.9999778889677833;1.5651165731656915;1.5651165731656915
31;Lyxor PEA S&P 500 ETF Couverte en EUR C;1rTPSPH;2866;0.15941058487665993;0.07888200872733232;0.1608027219406908;0.1045625324686078;0.1608027219406908;0.1045625324686078;2.020873801879043;1.5378617765304;1.5378617765304
32;Lyxor STOXX Europe 600 Media ETF Acc;1rTMDA;4952;0.21062366888889295;0.08254480798982729;0.18369991280662973;0.1250820271822489;0.18369991280662973;0.1250820271822489;2.551628309739965;1.4686355581603465;1.4686355581603465
33;Lyxor STOXX Eur 600 Idl Gd & Svc ETF;1rTIND;5132;0.13095298807832745;0.10263291679949942;0.13728084921593034;0.13015489675049216;0.13728084921593034;0.13015489675049216;1.2759355590970223;1.054749783860216;1.054749783860216
34;BNPP E ESG Equity Momentum Europe ETFCap;1rTEMOM;4122;0.15065703490999272;0.07609555001840829;0.12455965793339809;0.09688282403377474;0.12455965793339809;0.09688282403377474;1.9798402780917839;1.2856732777522546;1.2856732777522546
35;Amundi ETF MSCI Spain;1rTCS1;5130;0.11775793670712076;0.10273948936672965;0.15313919707252563;0.12271120880748046;0.15313919707252563;0.12271120880748046;1.1461798908381042;1.2479642125666215;1.2479642125666215
36;Amundi PEA MSCI USA ESG Leaders ETF EUR;1rTCU2;5128;0.1492473575867903;0.07436090621051646;0.1613276978474666;0.09843857896953981;0.1613276978474666;0.09843857896953981;2.0070674927531083;1.638866586009808;1.638866586009808
37;Lyxor MSCI EMU Value DR ETF Dist;1rTVAL;5082;0.07591414169171262;0.07775913955613686;0.07963609008960326;0.10908352959041087;0.07963609008960326;0.10908352959041087;0.9762729130626211;0.7300468768165325;0.7300468768165325
38;Amundi IS MSCI World ETF C EUR;1rTCW8;5128;0.14946213033048283;0.06563995644483428;0.14660362332778162;0.08769934884884585;0.14660362332778162;0.08769934884884585;2.2769992307367715;1.6716614804114474;1.6716614804114474
39;BNPP E ESG Equity Div Eurp ETF Cap;1rTEDEU;3352;0.0890821366830008;0.06989247847892892;0.11240420990494418;0.10615356620545932;0.11240420990494418;0.10615356620545932;1.2745597040153205;1.058883030715961;1.058883030715961
40;HSBC EURO STOXX 50 ETF;1rT50E;5144;0.10011025683816555;0.09268000631589005;0.09942791499075385;0.12138225676287881;0.09942791499075385;0.12138225676287881;1.0801710187302995;0.8191305520458979;0.8191305520458979
41;UBS(Lux)FS EURO STOXX 50 EUR Adis;1rAUIM1;4319;0.10133740499352373;0.08573689891558839;0.09998547441185796;0.10662971950770443;0.09998547441185796;0.10662971950770443;1.1819578999853342;0.9376886188342041;0.9376886188342041
42;Amundi IS EURO STOXX 50 ETF-C EUR;1rTC50;5128;0.10634730231423095;0.08901158146551352;0.11328124688392699;0.11420862087866049;0.11328124688392699;0.11420862087866049;1.1947580366880004;0.9918800000595509;0.9918800000595509
43;Amundi Euro Stoxx 50 II ETF Acc;1rTMSE;5134;0.1043650528073109;0.08914351357818641;0.1127977873459028;0.11434883572885289;0.1127977873459028;0.11434883572885289;1.1707531890783496;0.9864358183180109;0.9864358183180109
44;BNPP Easy Euro Stoxx 50 ETF EUR C;1rTETDD;4576;0.10284686170332669;0.09038255953682438;0.11105578778753958;0.11469961518652327;0.11105578778753958;0.11469961518652327;1.137906054335892;0.9682315638717868;0.9682315638717868
45;Amundi PEA S&P US Industrials ESG ETFAcc;1rTPDJE;5142;0.1482130878464073;0.10604606950841672;0.10362577606823317;0.1080624717324019;0.10362577606823317;0.1080624717324019;1.397629242964482;0.9589432335477627;0.9589432335477627
46;Amundi PEA Eau (MSCI Water) ETF Capi;1rTAWAT;5132;0.13004072438140601;0.0872460776906809;0.11936400352336395;0.10776652069920198;0.11936400352336395;0.10776652069920198;1.490505107203188;1.1076167509994395;1.1076167509994395
47;Amundi S&P Euroz PAB Net Zero AmbtETFAcc;1rTEPAB;2054;0.10394451284002759;0.08442206381237037;0.11189996338378369;0.11415894258697294;0.11189996338378369;0.11415894258697294;1.2312481849655588;0.9802119820664226;0.9802119820664226
48;Amundi MSCI Greece ETF Dist;1rTGRE;5084;0.1269446555546826;0.11492938678832516;0.22505077570188167;0.18140198568766283;0.22505077570188167;0.18140198568766283;1.1045447913899247;1.2406191412335097;1.2406191412335097
49;SPDR® S&P Euro Dividend Aristocrats ETF;1rTEUDV;4900;0.07738038566444239;0.07197763679500326;0.081303977318946;0.09786761009432153;0.081303977318946;0.09786761009432153;1.0750614928470976;0.83075470260884;0.83075470260884
50;SPDR® MSCI EMU ETF;1rTEMUE;4898;0.11834203138052513;0.0788191424055594;0.10490781590736305;0.10393065897415724;0.10490781590736305;0.10393065897415724;1.5014376935440754;1.0094020084434256;1.0094020084434256
51;Amundi MSCI EMU ETF Dist;1rTMFE;5132;0.08999866185391514;0.07894467079764239;0.0826046213917989;0.10671108811732223;0.0826046213917989;0.10671108811732223;1.14002200458353;0.7740959524372972;0.7740959524372972
52;Vanguard FTSE Dev Eurp ex UK ETF Dis;1rAVERX;4976;0.0641395083659233;0.07697789709457897;0.07090779581903078;0.09927395899638838;0.07090779581903078;0.09927395899638838;0.8332198044734611;0.7142638062979882;0.7142638062979882
53;BNPP Easy Stoxx Europe 600 ETF EUR C;1rTETZ;5130;0.08856639303702751;0.06737652197050023;0.09139600725881;0.09243539309726265;0.09139600725881;0.09243539309726265;1.3144993307283648;0.9887555426160304;0.9887555426160304
54;Amundi MSCI EMU SRI PAB - DR ;1rTEESG;1824;0.0949694102247538;0.07804747579318963;0.07765049824968862;0.10521138452201982;0.07765049824968862;0.10521138452201982;1.2168159092858295;0.7380427375084779;0.7380427375084779
55;IndexIQ Factors Sustainable Emu Eq ETF C;1rTIQMU;3503;0.08857537407907545;0.08563710442937972;0.10927530004565461;0.10336820333443754;0.10927530004565461;0.10336820333443754;1.034310707598933;1.0571461679768706;1.0571461679768706
56;Amundi ETF PEA MSCI Europe;1rTPCEU;2640;0.09132462698972976;0.06739679321964875;0.09225421726746412;0.09144101694587112;0.09225421726746412;0.09144101694587112;1.3550292621801645;1.0088931679540964;1.0088931679540964
57;Amundi IS Russell 2000 ETF-C EUR;1rTRS2K;5128;0.13045456737693117;0.12412811639658364;0.1020105493575016;0.1565125330164856;0.1020105493575016;0.1565125330164856;1.0509671069214876;0.6517724005320183;0.6517724005320183
58;Amundi DAX III ETF Acc;1rTDAX;5134;0.08294939701625093;0.0805375476797626;0.0952557678789503;0.10494575397594397;0.0952557678789503;0.10494575397594397;1.029946893169363;0.9076667160901543;0.9076667160901543
59;Amundi ETF DAX DR;1rTCG1;5132;0.08564246798113007;0.08330984904673848;0.09643055141424943;0.10765610926797317;0.09643055141424943;0.10765610926797317;1.0279993177407265;0.8957276281852101;0.8957276281852101
60;BNPP E ESG Equity Value Europe ETF Cap;1rTEVAE;4129;0.06847878083202663;0.07011875808149252;0.08927062780545872;0.09473385680180199;0.08927062780545872;0.09473385680180199;0.9766114333120404;0.9423307655701889;0.9423307655701889
61;Amundi ETF MSCI EMU High Dividend;1rTCD8;5132;0.048255747849124675;0.06721845527514665;0.08175410884604478;0.0916573399494047;0.08175410884604478;0.0916573399494047;0.7178943290439873;0.891953758326103;0.891953758326103
62;OSSIAM BLOOMBERG EUROZONE PAB NR;1rTOP2E;850;0.10605744272299522;0.08386645900543085;0.1516419702219471;0.12042202426123329;0.1516419702219471;0.12042202426123329;1.2645990301811523;1.2592544524329528;1.2592544524329528
63;Ossiam STOXX® Eur 600 ESG EqWgNRETF 1C;1rTS6EW;5122;0.07950907792014072;0.07601123790200495;0.08298988542969263;0.10648847488734027;0.08298988542969263;0.10648847488734027;1.0460174063030687;0.779332087509864;0.779332087509864
64;Lyxor STOXX Euro 600 Auto & Prt ETF;1rTAUT;5110;0.05011537350080009;0.11224827510330132;0.14330738328468617;0.15591253285321938;0.14330738328468617;0.15591253285321938;0.446468985422531;0.9191524290071019;0.9191524290071019
65;Lyxor MSCI EMU Growth ETF DR Dist;1rTGWT;5079;0.1282053283155714;0.08971147007666504;0.09491263015153567;0.12333243040109101;0.09491263015153567;0.12333243040109101;1.4290851348886664;0.7695675001527909;0.7695675001527909
66;Amundi CAC 40 ETF Dist;1rTCAC;5142;0.042953440777566465;0.08862588903881231;0.06069816749736254;0.1146095591258126;0.06069816749736254;0.1146095591258126;0.4846601962859372;0.5296082452488203;0.5296082452488203
67;Amundi ETF PEA Japan Topix EUR;1rTPTPXE;2640;0.09927681069090033;0.09673296376891453;0.12597449389223844;0.1137570773836367;0.12597449389223844;0.1137570773836367;1.026297622060488;1.1073991771729461;1.1073991771729461
68;UBS(Lux)FS MSCI EMU SRI EUR Adis;1rAUIMR;4292;0.08915596705398232;0.07964155117528178;0.05240970981040086;0.11322557824761215;0.05240970981040086;0.11322557824761215;1.1194654767303618;0.4628787118736234;0.4628787118736234
69;BNPP E ESG Equity Quality Europe ETF Cap;1rTEQUA;4130;0.04584469949483161;0.07102929464250624;0.09148560922310918;0.09300909680582131;0.09148560922310918;0.09300909680582131;0.64543368655947;0.9836200152992263;0.9836200152992263
70;Amundi IS CAC 40 ESG DR ETF-C;1rTC40;5128;0.052743894451622864;0.08977377733886889;0.08230745807596693;0.11458233451558787;0.08230745807596693;0.11458233451558787;0.5875200533506638;0.7183258957319443;0.7183258957319443
71;BNP Paribas Easy CAC 40® ESG ETF;1rTE40;5130;0.049301600448378946;0.09351145815000685;0.0638824745569219;0.12080984283368135;0.0638824745569219;0.12080984283368135;0.5272252344658294;0.5287853461151238;0.5287853461151238
72;Amundi ETF MSCI France;1rTCF1;5132;0.04206735770773973;0.09516044437876485;0.06231736999922291;0.11903001719565894;0.06231736999922291;0.11903001719565894;0.44206768875836716;0.5235433167819087;0.5235433167819087
73;AmundiMSCI EMU ClNtZrAmbPAB UCITS ETFAcc;1rTPABZ;2052;0.07138467622817435;0.08619938907036823;0.07523617485796409;0.11224907575980327;0.07523617485796409;0.11224907575980327;0.8281343638050613;0.6702609740766026;0.6702609740766026
74;Lyxor STOXX Europe 600 Chemicals ETF;1rTCHM;5132;-0.001237712386136569;0.09364869259377846;0.03844240412921377;0.13040005114443035;0.03844240412921377;0.13040005114443035;-0.013216547416261487;0.29480359702186915;0.29480359702186915
75;OssiamShillerBarclaysCape®EuSeVlTR ETF1C;1rTCAPE;4614;0.06490655703185022;0.071749775814429;0.07063321278886829;0.0939808360728595;0.07063321278886829;0.0939808360728595;0.9046238304593756;0.7515703811584444;0.7515703811584444
76;Lyxor STOXX Europe 600 Insurance ETF;1rTINS;5132;0.1082915763746578;0.08501165458948684;0.10416411719233444;0.11584104309461991;0.10416411719233444;0.11584104309461991;1.2738438852600562;0.8991987158407434;0.8991987158407434
77;SPDR® EURO STOXX Low Volatility ETF;1rTELOW;4893;0.05892397766421231;0.07601367415942592;0.07927713031335565;0.09382035485851771;0.07927713031335565;0.09382035485851771;0.7751760234695295;0.8449886001060918;0.8449886001060918
78;Lyxor Stoxx Europe 600 Hlthcr ETF Acc;1rTHLT;5132;0.09993505541757075;0.08697594996680559;0.0987392555775873;0.1110446948049186;0.0987392555775873;0.1110446948049186;1.1489964232148198;0.8891848075322347;0.8891848075322347
79;Amundi CAC Mid 60 (DR) ETF Dist;1rTCACM;5140;0.03628030878055222;0.1085706919994336;0.003744935422582565;0.13570271698478087;0.003744935422582565;0.13570271698478087;0.33416300580216884;0.02759661343407414;0.02759661343407414
80;Lyxor STOXX Europe 600 Retail ETF;1rTRTA;4952;0.051881740044413704;0.1267674380077353;0.19007565137159782;0.1907022588811365;0.19007565137159782;0.1907022588811365;0.40926708672023415;0.9967142103443607;0.9967142103443607
81;Lyxor PEA AsiePac MSCI ACAP ex Jpn ETF C;1rTPAEJ;5134;0.12594612165104424;0.09529775982592464;0.04278767798845293;0.11199681470903053;0.04278767798845293;0.11199681470903053;1.3216063198243415;0.38204370454299064;0.38204370454299064
82;BNPP E ESG Equity Low Vol Europe ETF C;1rTEVOE;4131;0.07538988812707359;0.058797357648705986;0.07307342811072404;0.08490458853389253;0.07307342811072404;0.08490458853389253;1.282198573913853;0.8606534625811691;0.8606534625811691
83;Amundi PEA MSCI Emerg EMEA ESGLdrsETFAcc;1rTPLEM;5134;0.06015237553250408;0.09993231792988569;0.0392612081665274;0.11426603690568744;0.0392612081665274;0.11426603690568744;0.6019311547912665;0.34359473059289436;0.34359473059289436
84;Amundi PEA MSCI EM ESG Ldrs ETF EUR C/D;1rTPAEEM;2640;0.07458663089574613;0.09352163186996162;0.01943383701940561;0.11507049997578438;0.01943383701940561;0.11507049997578438;0.7975334626266583;0.16888635248387118;0.16888635248387118
85;Amundi PEA MSCI Em LA ESG Ldrs ETF EUR C/D;1rTPALAT;2634;-0.13481694905919228;0.13654466762451772;0.02714623110166022;0.1715785460933706;0.02714623110166022;0.1715785460933706;-0.9873468616872211;0.15821460036668936;0.15821460036668936
86;Amundi MSCI EMU SCESGCTBNetZrAmbtETFDist;1rTMMS;5092;0.05768672996678237;0.08796472676769246;0.048818962989590584;0.11764967965339654;0.048818962989590584;0.11764967965339654;0.6557938856460981;0.41495194150476533;0.41495194150476533
87;Amundi PEA MSCI Emerg Asia ESG Lead ETF;1rTPAASI;2640;0.08323494972737111;0.1064602607575184;0.0067642705388310876;0.12459423748557788;0.0067642705388310876;0.12459423748557788;0.7818405584873878;0.054290396372577585;0.054290396372577585
88;Lyxor STOXX Eur 600 Pnl & Hhd Gd ETF;1rTPHG;5110;0.03963531783825469;0.0999753218452247;0.06214643490585578;0.1295234686971263;0.06214643490585578;0.1295234686971263;0.3964510151776807;0.479808296758768;0.479808296758768
89;Amundi Stoxx Europe Sel Div 30 ETF Dist;1rTSEL;5132;0.05111719425190142;0.07651165685762204;0.02649771637849904;0.1154742182156625;0.02649771637849904;0.1154742182156625;0.6680968149340131;0.2294686795714975;0.2294686795714975
90;Amundi PEA Oblig d'État Euro ETF Acc;1rTOBLI;2822;-0.004085162069840109;0.04316112341062467;0.007139998773021655;0.0623369198322894;0.007139998773021655;0.0623369198322894;-0.09464911353151882;0.11453884459211384;0.11453884459211384
91;Lyxor Stoxx Europe 600 Utilities ETF;1rTUTI;5132;-0.0016627373287920744;0.10865947772905776;0.059393978419136705;0.12172860099019894;0.059393978419136705;0.12172860099019894;-0.015302276097241212;0.48792130966755176;0.48792130966755176
92;Amundi MSCI EMU ESG CTB Nt Zr AmbtETFAcc;1rTMFED;5128;0.10090928427742973;0.07921471763074595;0.09451920342436405;0.10940121768249529;0.09451920342436405;0.10940121768249529;1.273870403070949;0.8639684770116373;0.8639684770116373
93;Lyxor STOXX Europe 600 Travel & Lsr ETF;1rTTRV;5130;-0.015338457412900963;0.11276180756309774;0.04635503218484865;0.159630444430826;0.04635503218484865;0.159630444430826;-0.13602528856517376;0.2903896706554373;0.2903896706554373
94;Lyxor Stoxx Europe 600 Tel ETF Acc;1rTTELE;5132;0.07866622200017737;0.07805425088377288;0.06399695397432065;0.10100102977841068;0.06399695397432065;0.10100102977841068;1.0078403304044996;0.6336267473185726;0.6336267473185726
95;Lyxor Stoxx Europe 600 Fd & Bev ETF Acc;1rTFOO;5132;-0.003558020669382711;0.07832377646685702;-0.020715729754901824;0.09645410424684123;-0.020715729754901824;0.09645410424684123;-0.04542708268016545;-0.21477292144963592;-0.21477292144963592
96;Amundi PEA MSCI China ESG Ldrs ETF Acc;1rTPASI;5128;0.032604497690126855;0.16941668840789337;-0.1242533629435773;0.20238704085350667;-0.1242533629435773;0.20238704085350667;0.19245151110277378;-0.613939323484231;-0.613939323484231
97;Lyxor Stoxx Europe 600 Basic Res ETF Acc;1rTBRES;5132;-0.004754481404828037;0.13827680760242275;-0.033429306671338636;0.1954045951492947;-0.033429306671338636;0.1954045951492947;-0.03438379499256485;-0.17107738252418112;-0.17107738252418112
98;Fidelity Nordic A-Acc-EUR;0P0000YRWM;5182;0.1003765150439263;0.090772835507196;0.09664360158692692;0.12897324991895723;0.09664360158692692;0.12897324991895723;1.1057990475131623;0.7493305910152279;0.7493305910152279
99;BNP Paribas Finance Europe ISR Classic;MP-805107;4896;0.18627164596028922;0.08558915439837936;0.17798492898747434;0.1236577731253754;0.17798492898747434;0.1236577731253754;2.176346375538164;1.439334742078989;1.439334742078989
100;CM-AM Amérique 500 Dollar C;0P000125KP;4821;0.18185786025794048;0.08407691818927789;0.14917107919529113;0.12047200849537323;0.14917107919529113;0.12047200849537323;2.1629938891020433;1.2382218994964302;1.2382218994964302
101;BNP Paribas Nordic Small Cap Cl C;0P00011VSF;4992;0.15704787449694335;0.09573257966430296;0.08211312212756139;0.14031351805493128;0.08211312212756139;0.14031351805493128;1.6404851415019772;0.5852117690856768;0.5852117690856768
102;CM-AM Indiciel Amérique 500 RC;MP-963625;4817;0.17341893451309354;0.07827749488790155;0.149943541523148;0.11257962920205007;0.149943541523148;0.11257962920205007;2.215437971813491;1.3318887491984877;1.3318887491984877
103;Prévoir Gestion Actions C;MP-806535;4954;0.16921820879291738;0.1309468689756879;0.16961603306324607;0.15979846004535075;0.16961603306324607;0.15979846004535075;1.2922661696045215;1.0614372192016688;1.0614372192016688
104;CM-AM Indiciel Japon 225 RC;MP-807654;4661;0.23304584860985456;0.12724976133267005;0.21365300442927815;0.1447433146633592;0.21365300442927815;0.1447433146633592;1.8314049957280547;1.4760820209637147;1.4760820209637147
105;State Street Eurozone Value Spotlight P;0P0000Z9W6;4884;0.10589216905970633;0.07188191096961596;0.1518178149615478;0.10111354468551419;0.1518178149615478;0.10111354468551419;1.473140705795458;1.501458735659355;1.501458735659355
106;Norden SRI;MP-829935;4960;0.0892633886148636;0.07978053355918414;0.08492221115041372;0.11357107791756749;0.08492221115041372;0.11357107791756749;1.1188617653032455;0.7477450483656783;0.7477450483656783
107;Echiquier Positive Impact Europe A;MP-664642;3692;0.08875023041755348;0.08466072411972562;0.11876232261461893;0.1053441344991627;0.11876232261461893;0.1053441344991627;1.048304645871497;1.1273748004979136;1.1273748004979136
108;HSBC GIF Euroland Value AC;MP-303598;5018;0.10110864790968122;0.0777750326029099;0.1310415517618712;0.10415131801396194;0.1310415517618712;0.10415131801396194;1.3000142144061062;1.2581842866770492;1.2581842866770492
109;DPAM B Equities Euroland B Cap;MP-591135;4974;0.09654986892735296;0.08152757037500011;0.1345171598474554;0.10875777594694255;0.1345171598474554;0.10875777594694255;1.1842603487783974;1.236850962390768;1.236850962390768
110;BNPP Energie & Industrie Europe ISR Clss;MP-805106;4880;0.10234500756222598;0.07921917966314412;0.11386201880170332;0.11029573776255448;0.11386201880170332;0.11029573776255448;1.2919220824731779;1.0323338064688081;1.0323338064688081
111;LCL Actions Monde hors Europe D;MP-804230;4917;0.1149594441927585;0.07219026206989537;0.12956798504298764;0.10023230722984203;0.12956798504298764;0.10023230722984203;1.5924508499699523;1.29267686860561;1.29267686860561
112;JPM Euroland Dynamic A perf (acc) EUR;0P0000U4WV;5104;0.14117871969022344;0.0871991238606088;0.11260794483292852;0.10516108293362926;0.11260794483292852;0.10516108293362926;1.6190382820348417;1.0708138570995815;1.0708138570995815
113;Fidelity Sustainable Eurp Eq A-Dis-EUR;MP-554038;5188;0.09393938639653454;0.07299050936810707;0.07361079387175291;0.09187276714932052;0.07361079387175291;0.09187276714932052;1.287008231752127;0.8012253919827355;0.8012253919827355
114;HSBC Europe Equity Income AC;MP-805883;5000;0.10413160943747046;0.06845741072958492;0.1283364000536756;0.09245662568310208;0.1283364000536756;0.09245662568310208;1.5211152208020686;1.388071423821507;1.388071423821507
115;HSBC Europe Equity Income AD;MP-805884;4994;0.08430080844882004;0.07007346141300033;0.10695597329689047;0.09466637013281036;0.10695597329689047;0.09466637013281036;1.2030347402416202;1.1298201583818905;1.1298201583818905
116;AXAWF Italy Eq A Cap EUR;MP-303134;4942;0.11200553250637457;0.09139898073749267;0.12210405202026947;0.1241258044252854;0.12210405202026947;0.1241258044252854;1.2254571287623661;0.9837120700697423;0.9837120700697423
117;AXAWF Italy Eq A Dis EUR;MP-308328;4942;0.11202998885166471;0.0913832703145826;0.1055513787254334;0.1260674686532656;0.1055513787254334;0.1260674686532656;1.2259354306976185;0.83726103056563;0.83726103056563
118;DNCA Value Europe C;MP-806042;5004;0.10723117144414385;0.07443512079896247;0.11318774499562716;0.09883395851789896;0.11318774499562716;0.09883395851789896;1.440599145848884;1.1452313222395996;1.1452313222395996
