,date,value
0,2014-06-23,1.0
1,2014-06-23,1.0
2,2014-06-23,1.0
3,2014-06-24,1.0103480714957667
4,2014-06-24,1.0103480714957667
5,2014-06-24,1.0103480714957667
6,2014-06-25,1.0009407337723424
7,2014-06-25,1.0009407337723424
8,2014-06-25,1.0009407337723424
9,2014-06-26,1.0037629350893698
10,2014-06-26,1.0037629350893698
11,2014-06-26,1.0037629350893698
12,2014-06-27,1.0056444026340545
13,2014-06-27,1.0056444026340545
14,2014-06-27,1.0056444026340545
15,2014-06-30,1.0075258701787395
16,2014-06-30,1.0075258701787395
17,2014-06-30,1.0075258701787395
18,2014-07-01,1.0188146754468486
19,2014-07-01,1.0188146754468486
20,2014-07-01,1.0188146754468486
21,2014-07-02,1.022577610536218
22,2014-07-02,1.022577610536218
23,2014-07-02,1.022577610536218
24,2014-07-03,1.0301034807149576
25,2014-07-03,1.0301034807149576
26,2014-07-03,1.0301034807149576
27,2014-07-04,1.0319849482596426
28,2014-07-04,1.0319849482596426
29,2014-07-04,1.0319849482596426
30,2014-07-07,1.0291627469426152
31,2014-07-07,1.0291627469426152
32,2014-07-07,1.0291627469426152
33,2014-07-08,1.0150517403574788
34,2014-07-08,1.0150517403574788
35,2014-07-08,1.0150517403574788
36,2014-07-09,1.019755409219191
37,2014-07-09,1.019755409219191
38,2014-07-09,1.019755409219191
39,2014-07-10,1.0206961429915333
40,2014-07-10,1.0206961429915333
41,2014-07-10,1.0206961429915333
42,2014-07-11,1.0253998118532455
43,2014-07-11,1.0253998118532455
44,2014-07-11,1.0253998118532455
45,2014-07-14,1.0338664158043274
46,2014-07-14,1.0338664158043274
47,2014-07-14,1.0338664158043274
48,2014-07-15,1.0319849482596426
49,2014-07-15,1.0319849482596426
50,2014-07-15,1.0319849482596426
51,2014-07-16,1.0404515522107245
52,2014-07-16,1.0404515522107245
53,2014-07-16,1.0404515522107245
54,2014-07-17,1.0338664158043274
55,2014-07-17,1.0338664158043274
56,2014-07-17,1.0338664158043274
57,2014-07-18,1.0376293508936971
58,2014-07-18,1.0376293508936971
59,2014-07-18,1.0376293508936971
60,2014-07-21,1.039510818438382
61,2014-07-21,1.039510818438382
62,2014-07-21,1.039510818438382
63,2014-07-22,1.053621825023518
64,2014-07-22,1.053621825023518
65,2014-07-22,1.053621825023518
66,2014-07-23,1.0602069614299152
67,2014-07-23,1.0602069614299152
68,2014-07-23,1.0602069614299152
69,2014-07-24,1.0611476952022576
70,2014-07-24,1.0611476952022576
71,2014-07-24,1.0611476952022576
72,2014-07-25,1.053621825023518
73,2014-07-25,1.053621825023518
74,2014-07-25,1.053621825023518
75,2014-07-28,1.055503292568203
76,2014-07-28,1.055503292568203
77,2014-07-28,1.055503292568203
78,2014-07-29,1.0583254938852302
79,2014-07-29,1.0583254938852302
80,2014-07-29,1.0583254938852302
81,2014-07-30,1.063969896519285
82,2014-07-30,1.063969896519285
83,2014-07-30,1.063969896519285
84,2014-07-31,1.0460959548447788
85,2014-07-31,1.0460959548447788
86,2014-07-31,1.0460959548447788
87,2014-08-01,1.0338664158043271
88,2014-08-01,1.0338664158043271
89,2014-08-01,1.0338664158043271
90,2014-08-04,1.039510818438382
91,2014-08-04,1.039510818438382
92,2014-08-04,1.039510818438382
93,2014-08-05,1.0432737535277514
94,2014-08-05,1.0432737535277514
95,2014-08-05,1.0432737535277514
96,2014-08-06,1.042333019755409
97,2014-08-06,1.042333019755409
