,date,open,close,high,low,volumme,Unnamed: 0.1,Unnamed: 0
0,2014-07-25 00:00:00,1643.84,1643.84,1643.84,1643.84,0,,
1,2014-08-01 00:00:00,1613.23,1613.23,1613.23,1613.23,0,,
2,2014-08-08 00:00:00,1548.39,1548.39,1548.39,1548.39,0,,
3,2014-08-18 00:00:00,1588.72,1588.72,1588.72,1588.72,0,,
4,2014-08-22 00:00:00,1618.46,1618.46,1618.46,1618.46,0,,
5,2014-08-29 00:00:00,1639.38,1639.38,1639.38,1639.38,0,,
6,2014-09-05 00:00:00,1653.4,1653.4,1653.4,1653.4,0,,
7,2014-09-12 00:00:00,1651.49,1651.49,1651.49,1651.49,0,,
8,2014-09-19 00:00:00,1654.22,1654.22,1654.22,1654.22,0,,
9,2014-09-26 00:00:00,1644.09,1644.09,1644.09,1644.09,0,,
10,2014-10-03 00:00:00,1630.66,1630.66,1630.66,1630.66,0,,
11,2014-10-10 00:00:00,1535.27,1535.27,1535.27,1535.27,0,,
12,2014-10-17 00:00:00,1504.14,1504.14,1504.14,1504.14,0,,
13,2014-10-24 00:00:00,1567.37,1567.37,1567.37,1567.37,0,,
14,2014-10-31 00:00:00,1586.27,1586.27,1586.27,1586.27,0,,
15,2014-11-07 00:00:00,1586.99,1586.99,1586.99,1586.99,0,,
16,2014-11-14 00:00:00,1584.09,1584.09,1584.09,1584.09,0,,
17,2014-11-21 00:00:00,1609.37,1609.37,1609.37,1609.37,0,,
18,2014-11-28 00:00:00,1626.73,1626.73,1626.73,1626.73,0,,
19,2014-12-05 00:00:00,1648.38,1648.38,1648.38,1648.38,0,,
20,2014-12-12 00:00:00,1614.37,1614.37,1614.37,1614.37,0,,
21,2014-12-19 00:00:00,1611.32,1611.32,1611.32,1611.32,0,,
22,2014-12-29 00:00:00,1615.55,1615.55,1615.55,1615.55,0,,
23,2014-12-31 00:00:00,1634.49,1634.49,1634.49,1634.49,0,,
24,2015-01-02 00:00:00,1642.44,1642.44,1642.44,1642.44,0,,
25,2015-01-09 00:00:00,1649.84,1649.84,1649.84,1649.84,0,,
26,2015-01-16 00:00:00,1651.6,1651.6,1651.6,1651.6,0,,
27,2015-01-23 00:00:00,1667.39,1667.39,1667.39,1667.39,0,,
28,2015-01-30 00:00:00,1693.19,1693.19,1693.19,1693.19,0,,
29,2015-02-06 00:00:00,1728.25,1728.25,1728.25,1728.25,0,,
30,2015-02-13 00:00:00,1747.24,1747.24,1747.24,1747.24,0,,
31,2015-02-20 00:00:00,1764.87,1764.87,1764.87,1764.87,0,,
32,2015-02-27 00:00:00,1788.98,1788.98,1788.98,1788.98,0,,
33,2015-03-06 00:00:00,1802.49,1802.49,1802.49,1802.49,0,,
34,2015-03-13 00:00:00,1823.96,1823.96,1823.96,1823.96,0,,
35,2015-03-20 00:00:00,1845.76,1845.76,1845.76,1845.76,0,,
36,2015-03-27 00:00:00,1817.42,1817.42,1817.42,1817.42,0,,
37,2015-04-07 00:00:00,1846.27,1846.27,1846.27,1846.27,0,,
38,2015-04-10 00:00:00,1874.68,1874.68,1874.68,1874.68,0,,
39,2015-04-17 00:00:00,1867.67,1867.67,1867.67,1867.67,0,,
40,2015-04-24 00:00:00,1908.05,1908.05,1908.05,1908.05,0,,
41,2015-05-04 00:00:00,1926.28,1926.28,1926.28,1926.28,0,,
42,2015-05-11 00:00:00,1934.94,1934.94,1934.94,1934.94,0,,
43,2015-05-15 00:00:00,1939.97,1939.97,1939.97,1939.97,0,,
44,2015-05-22 00:00:00,1949.18,1949.18,1949.18,1949.18,0,,
45,2015-05-29 00:00:00,1957.83,1957.83,1957.83,1957.83,0,,
46,2015-06-05 00:00:00,1945.54,1945.54,1945.54,1945.54,0,,
47,2015-06-12 00:00:00,1936.1,1936.1,1936.1,1936.1,0,,
48,2015-06-19 00:00:00,1928.49,1928.49,1928.49,1928.49,0,,
49,2015-06-26 00:00:00,1980.47,1980.47,1980.47,1980.47,0,,
50,2015-07-03 00:00:00,1952.12,1952.12,1952.12,1952.12,0,,
51,2015-07-10 00:00:00,1981.73,1981.73,1981.73,1981.73,0,,
52,2015-07-17 00:00:00,2082.63,2082.63,2082.63,2082.63,0,,
53,2015-07-24 00:00:00,2100.15,2100.15,2100.15,2100.15,0,,
54,2015-07-31 00:00:00,2093.48,2093.48,2093.48,2093.48,0,,
55,2015-08-07 00:00:00,2069.61,2069.61,2069.61,2069.61,0,,
56,2015-08-14 00:00:00,2055.69,2055.69,2055.69,2055.69,0,,
57,2015-08-21 00:00:00,2008.63,2008.63,2008.63,2008.63,0,,
58,2015-08-28 00:00:00,2043.49,2043.49,2043.49,2043.49,0,,
59,2015-08-31 00:00:00,2042.02,2042.02,2042.02,2042.02,0,,
60,2015-09-04 00:00:00,2022.9,2022.9,2022.9,2022.9,0,,
61,2015-09-11 00:00:00,2026.01,2026.01,2026.01,2026.01,0,,
62,2015-09-18 00:00:00,2031.39,2031.39,2031.39,2031.39,0,,
63,2015-09-25 00:00:00,2001.04,2001.04,2001.04,2001.04,0,,
64,2015-09-30 00:00:00,1973.36,1973.36,1973.36,1973.36,0,,
65,2015-10-02 00:00:00,1980.94,1980.94,1980.94,1980.94,0,,
