,date,open,close,high,low,volumme,Unnamed: 0.1,Unnamed: 0
0,2021-05-26 00:00:00,111.04,111.04,111.04,111.04,0,,
1,2021-05-27 00:00:00,110.78,110.78,110.78,110.78,0,,
2,2021-05-28 00:00:00,111.51,111.51,111.51,111.51,0,,
3,2021-06-01 00:00:00,111.46,111.46,111.46,111.46,0,,
4,2021-06-02 00:00:00,111.86,111.86,111.86,111.86,0,,
5,2021-06-03 00:00:00,111.5,111.5,111.5,111.5,0,,
6,2021-06-04 00:00:00,111.97,111.97,111.97,111.97,0,,
7,2021-06-07 00:00:00,112.24,112.24,112.24,112.24,0,,
8,2021-06-08 00:00:00,112.39,112.39,112.39,112.39,0,,
9,2021-06-09 00:00:00,112.77,112.77,112.77,112.77,0,,
10,2021-06-10 00:00:00,112.71,112.71,112.71,112.71,0,,
11,2021-06-11 00:00:00,113.6,113.6,113.6,113.6,0,,
12,2021-06-14 00:00:00,113.86,113.86,113.86,113.86,0,,
13,2021-06-15 00:00:00,114.11,114.11,114.11,114.11,0,,
14,2021-06-16 00:00:00,114.54,114.54,114.54,114.54,0,,
15,2021-06-17 00:00:00,114.77,114.77,114.77,114.77,0,,
16,2021-06-18 00:00:00,113.16,113.16,113.16,113.16,0,,
17,2021-06-21 00:00:00,113.65,113.65,113.65,113.65,0,,
18,2021-06-22 00:00:00,114.31,114.31,114.31,114.31,0,,
19,2021-06-23 00:00:00,113.25,113.25,113.25,113.25,0,,
20,2021-06-24 00:00:00,114.8,114.8,114.8,114.8,0,,
21,2021-06-25 00:00:00,115.04,115.04,115.04,115.04,0,,
22,2021-06-28 00:00:00,114.59,114.59,114.59,114.59,0,,
23,2021-06-29 00:00:00,114.87,114.87,114.87,114.87,0,,
24,2021-06-30 00:00:00,113.86,113.86,113.86,113.86,0,,
25,2021-07-01 00:00:00,114.11,114.11,114.11,114.11,0,,
26,2021-07-02 00:00:00,114.6,114.6,114.6,114.6,0,,
27,2021-07-05 00:00:00,114.78,114.78,114.78,114.78,0,,
28,2021-07-06 00:00:00,114.72,114.72,114.72,114.72,0,,
29,2021-07-07 00:00:00,115.65,115.65,115.65,115.65,0,,
30,2021-07-08 00:00:00,113.43,113.43,113.43,113.43,0,,
31,2021-07-09 00:00:00,114.77,114.77,114.77,114.77,0,,
32,2021-07-12 00:00:00,115.54,115.54,115.54,115.54,0,,
33,2021-07-13 00:00:00,115.57,115.57,115.57,115.57,0,,
34,2021-07-14 00:00:00,115.39,115.39,115.39,115.39,0,,
35,2021-07-15 00:00:00,114.57,114.57,114.57,114.57,0,,
36,2021-07-16 00:00:00,114.19,114.19,114.19,114.19,0,,
37,2021-07-19 00:00:00,112.09,112.09,112.09,112.09,0,,
38,2021-07-20 00:00:00,112.6,112.6,112.6,112.6,0,,
39,2021-07-22 00:00:00,115.39,115.39,115.39,115.39,0,,
40,2021-07-23 00:00:00,116.7,116.7,116.7,116.7,0,,
41,2021-07-26 00:00:00,116.48,116.48,116.48,116.48,0,,
42,2021-07-28 00:00:00,116.47,116.47,116.47,116.47,0,,
43,2021-07-29 00:00:00,117.09,117.09,117.09,117.09,0,,
44,2021-07-30 00:00:00,116.56,116.56,116.56,116.56,0,,
45,2021-08-02 00:00:00,117.08,117.08,117.08,117.08,0,,
46,2021-08-03 00:00:00,116.97,116.97,116.97,116.97,0,,
47,2021-08-04 00:00:00,118.29,118.29,118.29,118.29,0,,
48,2021-08-05 00:00:00,119.24,119.24,119.24,119.24,0,,
49,2021-08-06 00:00:00,119.05,119.05,119.05,119.05,0,,
