,date,open,close,high,low,volumme,Unnamed: 0.1,Unnamed: 0
0,2019-04-04 00:00:00,103.91,103.91,103.91,103.91,0,,
1,2019-04-05 00:00:00,103.88,103.88,103.88,103.88,0,,
2,2019-04-08 00:00:00,104.11,104.11,104.11,104.11,0,,
3,2019-04-09 00:00:00,103.61,103.61,103.61,103.61,0,,
4,2019-04-10 00:00:00,103.78,103.78,103.78,103.78,0,,
5,2019-04-11 00:00:00,104.23,104.23,104.23,104.23,0,,
6,2019-04-12 00:00:00,104.95,104.95,104.95,104.95,0,,
7,2019-04-15 00:00:00,105.37,105.37,105.37,105.37,0,,
8,2019-04-16 00:00:00,104.96,104.96,104.96,104.96,0,,
9,2019-04-17 00:00:00,104.49,104.49,104.49,104.49,0,,
10,2019-04-18 00:00:00,104.23,104.23,104.23,104.23,0,,
11,2019-04-23 00:00:00,104.96,104.96,104.96,104.96,0,,
12,2019-04-24 00:00:00,105.34,105.34,105.34,105.34,0,,
13,2019-04-25 00:00:00,104.63,104.63,104.63,104.63,0,,
14,2019-04-26 00:00:00,105.14,105.14,105.14,105.14,0,,
15,2019-04-29 00:00:00,105.61,105.61,105.61,105.61,0,,
16,2019-04-30 00:00:00,106.01,106.01,106.01,106.01,0,,
17,2019-05-02 00:00:00,105.44,105.44,105.44,105.44,0,,
18,2019-05-03 00:00:00,105.5,105.5,105.5,105.5,0,,
19,2019-05-06 00:00:00,104.73,104.73,104.73,104.73,0,,
20,2019-05-07 00:00:00,104.52,104.52,104.52,104.52,0,,
21,2019-05-08 00:00:00,104.97,104.97,104.97,104.97,0,,
22,2019-05-09 00:00:00,103.55,103.55,103.55,103.55,0,,
23,2019-05-10 00:00:00,104.21,104.21,104.21,104.21,0,,
24,2019-05-13 00:00:00,103.25,103.25,103.25,103.25,0,,
25,2019-05-14 00:00:00,103.78,103.78,103.78,103.78,0,,
26,2019-05-15 00:00:00,104.42,104.42,104.42,104.42,0,,
27,2019-05-16 00:00:00,105.58,105.58,105.58,105.58,0,,
28,2019-05-17 00:00:00,105.35,105.35,105.35,105.35,0,,
29,2019-05-20 00:00:00,104.69,104.69,104.69,104.69,0,,
30,2019-05-21 00:00:00,105.23,105.23,105.23,105.23,0,,
31,2019-05-22 00:00:00,105.31,105.31,105.31,105.31,0,,
32,2019-05-23 00:00:00,104.12,104.12,104.12,104.12,0,,
33,2019-05-24 00:00:00,104.44,104.44,104.44,104.44,0,,
34,2019-05-27 00:00:00,104.68,104.68,104.68,104.68,0,,
35,2019-05-28 00:00:00,104.89,104.89,104.89,104.89,0,,
36,2019-05-29 00:00:00,103.56,103.56,103.56,103.56,0,,
37,2019-05-30 00:00:00,104.04,104.04,104.04,104.04,0,,
38,2019-05-31 00:00:00,103.81,103.81,103.81,103.81,0,,
39,2019-06-03 00:00:00,104.28,104.28,104.28,104.28,0,,
40,2019-06-04 00:00:00,104.07,104.07,104.07,104.07,0,,
41,2019-06-05 00:00:00,105.24,105.24,105.24,105.24,0,,
42,2019-06-06 00:00:00,105.51,105.51,105.51,105.51,0,,
43,2019-06-07 00:00:00,106.67,106.67,106.67,106.67,0,,
44,2019-06-10 00:00:00,106.88,106.88,106.88,106.88,0,,
45,2019-06-11 00:00:00,106.94,106.94,106.94,106.94,0,,
46,2019-06-12 00:00:00,106.96,106.96,106.96,106.96,0,,
47,2019-06-13 00:00:00,107.14,107.14,107.14,107.14,0,,
48,2019-06-14 00:00:00,106.66,106.66,106.66,106.66,0,,
49,2019-06-17 00:00:00,106.74,106.74,106.74,106.74,0,,
50,2019-06-18 00:00:00,108.16,108.16,108.16,108.16,0,,
51,2019-06-19 00:00:00,107.96,107.96,107.96,107.96,0,,
52,2019-06-20 00:00:00,108.37,108.37,108.37,108.37,0,,
53,2019-06-21 00:00:00,108.15,108.15,108.15,108.15,0,,
54,2019-06-24 00:00:00,107.69,107.69,107.69,107.69,0,,
55,2019-06-25 00:00:00,107.51,107.51,107.51,107.51,0,,
56,2019-06-26 00:00:00,106.99,106.99,106.99,106.99,0,,
57,2019-06-27 00:00:00,107.26,107.26,107.26,107.26,0,,
58,2019-06-28 00:00:00,108.18,108.18,108.18,108.18,0,,
59,2019-07-01 00:00:00,108.59,108.59,108.59,108.59,0,,
60,2019-07-02 00:00:00,108.94,108.94,108.94,108.94,0,,
61,2019-07-03 00:00:00,109.5,109.5,109.5,109.5,0,,
62,2019-07-05 00:00:00,109.02,109.02,109.02,109.02,0,,
63,2019-07-08 00:00:00,108.9,108.9,108.9,108.9,0,,
64,2019-07-09 00:00:00,108.47,108.47,108.47,108.47,0,,
65,2019-07-10 00:00:00,108.31,108.31,108.31,108.31,0,,
66,2019-07-11 00:00:00,108.41,108.41,108.41,108.41,0,,
67,2019-07-12 00:00:00,108.33,108.33,108.33,108.33,0,,
68,2019-07-15 00:00:00,109.19,109.19,109.19,109.19,0,,
69,2019-07-16 00:00:00,109.38,109.38,109.38,109.38,0,,
70,2019-07-17 00:00:00,109.11,109.11,109.11,109.11,0,,
71,2019-07-18 00:00:00,108.74,108.74,108.74,108.74,0,,
72,2019-07-19 00:00:00,109.14,109.14,109.14,109.14,0,,
73,2019-07-22 00:00:00,109.69,109.69,109.69,109.69,0,,
74,2019-07-23 00:00:00,109.74,109.74,109.74,109.74,0,,
75,2019-07-24 00:00:00,109.6,109.6,109.6,109.6,0,,
76,2019-07-25 00:00:00,109.59,109.59,109.59,109.59,0,,
77,2019-07-26 00:00:00,110.3,110.3,110.3,110.3,0,,
78,2019-07-29 00:00:00,110.04,110.04,110.04,110.04,0,,
79,2019-07-30 00:00:00,108.91,108.91,108.91,108.91,0,,
80,2019-07-31 00:00:00,108.62,108.62,108.62,108.62,0,,
81,2019-08-01 00:00:00,109.18,109.18,109.18,109.18,0,,
82,2019-08-02 00:00:00,107.32,107.32,107.32,107.32,0,,
83,2019-08-05 00:00:00,105.3,105.3,105.3,105.3,0,,
84,2019-08-06 00:00:00,105.23,105.23,105.23,105.23,0,,
85,2019-08-07 00:00:00,105.81,105.81,105.81,105.81,0,,
86,2019-08-08 00:00:00,107.13,107.13,107.13,107.13,0,,
